ID	Log2fc_(FLT)v(GC)	Stat_(FLT)v(GC)	P.value_(FLT)v(GC)	Adj.p.value_(FLT)v(GC)
AT1G19150	0.613033017	1.967300629	0.049148563	0.166100616
AT1G19160	-0.712108994	-0.83824023	0.401895797	0.627581501
AT1G19170	0.330503231	2.461195811	0.013847477	0.068225656
AT1G19180	0.87600327	1.722169376	0.085038841	0.240100562
AT1G19190	-0.131154807	-0.342474403	0.731993904	0.860315398
AT1G19200	0.322036023	1.170205012	0.241918476	0.46730599
AT1G19210	0.981766708	1.581063915	0.113863424	0.291131886
AT1G19220	-0.442956673	-4.112644452	3.91152565342481e-05	0.000837793
AT1G19230	-0.702637778	-2.638280959	0.008332751	0.047145296
AT1G19240	0.002579025	0.014009187	0.988822652	0.995127337
AT1G19250	-0.1833929	-0.237760523	0.812066839	0.904908697
AT1G19260	-0.886640187	-1.132010964	0.257629825	0.484894872
AT1G19270	-0.326776144	-1.534523823	0.124900837	0.308965228
AT1G19290	-0.007931505	-0.046355709	0.963026737	0.984610725
AT1G19300	0.262622479	1.517083888	0.129245506	0.31609339
AT1G19310	-0.28522974	-1.120439673	0.262526447	0.490222151
AT1G19320	-0.590628141	-0.901302294	0.367427615	0.596400157
AT1G19330	0.30755129	1.15432495	0.248366971	0.474444337
AT1G19340	0.267582155	1.084269327	0.278245401	0.508913463
AT1G19350	0.142621085	0.564246299	0.572586522	0.758137012
AT1G19360	-0.105891332	-0.66170991	0.508157152	0.709492657
AT1G19370	-0.005989165	-0.036713164	0.970713713	0.987702538
AT1G19380	0.260982629	0.72690832	0.46728212	0.678693877
AT1G19390	-0.244636345	-0.324479666	0.745574914	0.867854124
AT1G19394	0.303385271	0.339398014	0.734309915	0.861474866
AT1G19396	-0.036413784	-0.077860053	0.937939376	0.972698295
AT1G19397	0.413261466	1.151447047	0.249548368	0.475602615
AT1G19400	-0.69167877	-3.596591857	0.000322414	0.004178806
AT1G19410	0.884075992	0.458744415	0.646417715	NA
AT1G19430	0.168273508	1.428251713	0.153219421	0.352238125
AT1G19440	0.333070856	2.332150367	0.019692782	0.087267158
AT1G19450	0.414378185	2.371312864	0.01772502	0.080952609
AT1G19460	-1.116775151	-1.111694468	0.266269539	NA
AT1G19470	-0.810048455	-0.638086626	0.523417292	NA
AT1G19480	-0.004733893	-0.032325329	0.97421261	0.989263563
AT1G19485	0.010622032	0.067745123	0.945988529	0.976459609
AT1G19490	0.20914169	0.613075685	0.539826297	0.734127679
AT1G19500	-0.062315545	-0.04348169	0.96531756	NA
AT1G19510	0.111927877	0.361539975	0.717695827	0.851832583
AT1G19520	0.123284673	1.004670858	0.315055365	0.545775359
AT1G19530	-1.871852508	-5.125451728	2.968252106067e-07	1.68842017720412e-05
AT1G19540	0.041643393	0.163249867	0.870321705	0.936455206
AT1G19550	0.659240235	0.161297543	NA	NA
AT1G19565	-0.735166948	-0.545618338	0.585328316	NA
AT1G19570	-0.032380218	-0.154475329	0.877234962	0.940631027
AT1G19580	0.428666088	2.911428793	0.003597799	0.025387563
AT1G19600	-0.26939814	-1.298769363	0.194023092	0.407800816
AT1G19610	-0.161098825	-0.260748253	0.794286652	0.895412411
AT1G19620	-0.608214341	-0.939944043	0.347246264	0.577090102
AT1G19630	0.098449139	0.234892211	0.814292395	0.906237174
AT1G19640	-1.15940759	-1.339891299	0.180280687	NA
AT1G19650	0.38982259	1.980205965	0.04768039	0.162556312
AT1G19660	-1.108826748	-5.085204489	3.67230192571637e-07	2.019766059144e-05
AT1G19670	1.296235159	3.442834389	0.000575652	0.006417124
AT1G19680	0.045768301	0.329529114	0.741755792	0.865573983
AT1G19690	0.96150703	3.945827763	7.95247655655516e-05	0.001449041
AT1G19700	0.037954825	0.178435806	0.858380731	0.930238981
AT1G19710	0.23546455	1.161452246	0.245458033	0.471637027
AT1G19715	0.006336255	0.042017441	0.966484794	0.986282514
AT1G19720	0.263249321	1.359615339	0.173951681	0.380391566
AT1G19730	0.345558622	1.115850201	0.264486261	0.492420187
AT1G19740	0.400298746	3.305527121	0.000947979	0.009408793
AT1G19750	-0.413051509	-1.042627651	0.297120778	0.528033519
AT1G19770	-0.325539181	-1.00919104	0.312883023	0.543681573
AT1G19780	-1.00091298	-1.940187999	0.052356846	0.173367781
AT1G19790	0.412730352	1.053131049	0.292280934	0.522872078
AT1G19800	0.62606228	3.690943808	0.000223423	0.003161769
AT1G19830	0.878635657	2.624356376	0.00868129	0.048410884
AT1G19835	-0.340356308	-2.015043326	0.04390011	0.153355918
AT1G19840	0.541020078	2.585957533	0.009710889	0.052467218
AT1G19850	0.157913374	1.275982646	0.201961654	0.417991093
AT1G19860	0.063436393	0.493101699	0.621940731	0.791415583
AT1G19870	-0.218353924	-2.491726865	0.012712375	0.06398819
AT1G19880	-0.225061982	-1.481796673	0.138394405	0.329632524
AT1G19890	0.171614097	0.133442811	0.89384319	NA
AT1G19900	-0.321899849	-0.83724929	0.402452457	0.62797159
AT1G19910	-0.028560188	-0.215844783	0.829108739	0.914440828
AT1G19920	0.228662042	1.44577385	0.148240643	0.344606171
AT1G19930	-0.596621034	-0.550121544	0.582236011	NA
AT1G19940	0.777241461	2.303412538	0.021255643	0.092225389
AT1G19950	0.518442731	2.308049593	0.020996378	0.091390223
AT1G19960	-0.641897671	-1.363305596	0.172786219	0.378937096
AT1G19968	-0.552520528	-1.002698768	0.316006224	0.546649179
AT1G19970	0.888470767	3.589133273	0.000331779	0.004278738
AT1G19980	-0.427444059	-2.057684037	0.039620474	0.142336368
AT1G19990	0.421030118	2.75680743	0.005836872	0.036474568
AT1G20000	0.915875278	1.085545955	0.277679922	NA
AT1G20010	0.572729378	2.977927217	0.002902049	0.021570661
AT1G20020	1.200746109	4.844975872	1.26627066087549e-06	5.64363734200543e-05
AT1G20030	-0.260973395	-0.732286489	0.463993724	0.676282044
AT1G20050	0.382390672	2.272554342	0.02305305	0.097549873
AT1G20060	-0.374249572	-1.858818812	0.063052825	0.197061254
AT1G20065	-0.593201627	-0.608284902	0.542998533	NA
AT1G20070	-0.369351236	-0.14753827	0.882707175	0.943888515
AT1G20080	-0.846401795	-0.615167661	0.538444002	NA
AT1G20090	0.10855586	0.817140885	0.413847921	0.637326276
AT1G20100	0.136439821	1.021686108	0.306929488	0.537950949
AT1G20110	-0.201123322	-1.562127021	0.118258068	0.298079377
AT1G20120	-0.034840842	-0.073380313	0.941503484	0.974536646
AT1G20130	-0.78693421	-1.648731396	0.099202675	0.26555635
AT1G20132	-2.614543529	-1.51099049	0.130790874	NA
AT1G20135	-0.532129498	-0.27992757	0.779533075	NA
AT1G20140	-0.039173896	-0.192496823	0.847353056	0.925220296
AT1G20150	-0.946129927	-0.940691524	0.346862964	NA
AT1G20160	-2.120330943	-5.53789768	3.06124009247288e-08	2.68753776420308e-06
AT1G20180	-0.141285529	-0.179659914	0.857419565	0.929970451
AT1G20190	0.266121228	1.43360586	0.15168477	0.35033989
AT1G20200	0.074108118	0.494645932	0.620850073	0.790817076
AT1G20220	0.485255619	1.832950735	0.066809898	0.204894842
AT1G20225	-0.109856351	-0.486452811	0.626646155	0.794535005
AT1G20230	-0.159373618	-0.682927285	0.494652792	0.699537852
AT1G20240	-0.091743436	-0.115885412	0.907743358	0.957631579
AT1G20260	0.407449492	2.322308588	0.020216325	0.088909794
AT1G20270	0.281437649	1.23502257	0.216822104	0.4380792
AT1G20280	-0.212928009	-0.161292893	0.871862721	NA
AT1G20290	-0.295259871	-0.253526474	0.799861406	NA
AT1G20300	0.152651684	0.979643722	0.327262015	0.558044398
AT1G20310	-0.04318793	-0.106553493	0.915143216	0.96154686
AT1G20320	-0.954259489	-1.091333322	0.275126241	NA
AT1G20330	0.150960229	0.959253701	0.337430953	0.567343436
AT1G20340	0.896107725	2.305280573	0.021150865	0.091907895
AT1G20350	-1.495794452	-1.724813155	0.08456115	0.239281484
AT1G20360	-0.863026087	-0.866394804	0.386273692	NA
AT1G20370	0.259783152	1.094689158	0.27365284	0.503840877
AT1G20380	0.006776175	0.018912002	0.984911305	0.993609475
AT1G20400	-0.384114364	-0.644460307	0.519276989	0.718678117
AT1G20410	0.107158232	0.607695597	0.543389384	0.736925329
AT1G20430	0.106596178	0.473540955	0.635827289	0.801479417
AT1G20440	-0.69965587	-2.169802633	0.030021801	0.117684447
AT1G20450	0.351021154	0.863594579	0.387810643	0.614773414
AT1G20460	-0.118584357	-0.611442427	0.540906722	0.734714788
AT1G20470	0.048328689	0.106858174	0.914901496	0.961468336
AT1G20480	-1.075299439	-3.704600371	0.000211724	0.003044354
AT1G20490	0.035715633	0.103651019	0.917446299	0.962490601
AT1G20500	-0.278703899	-0.442305042	0.658268483	0.815691944
AT1G20510	0.294529773	0.672488785	0.501272578	0.704020919
AT1G20515	0.145979229	0.50212272	0.615581199	0.787990719
AT1G20520	-0.368436556	-0.839498988	0.401189357	0.626799435
AT1G20530	-0.176119828	-0.448655249	0.653680372	0.813310251
AT1G20540	0.193168634	1.214521356	0.2245487	0.448038208
AT1G20550	-0.17719073	-0.78092861	0.434844484	0.652729655
AT1G20560	-0.023649153	-0.132482465	0.894602692	0.950318781
AT1G20570	-0.48833054	-1.122286499	0.261740645	0.48961937
AT1G20575	0.002615131	0.020004787	0.984039554	0.99339062
AT1G20580	0.151515795	1.1802761	0.237890421	0.463145877
AT1G20590	0.218158284	0.136212375	0.891653392	0.948600026
AT1G20600	0.89859722	0.889376174	0.373800946	NA
AT1G20610	-0.498026854	-2.118394497	0.034141672	0.128659465
AT1G20620	-0.448061783	-2.304841178	0.02117547	0.091967896
AT1G20630	0.114108444	0.486178837	0.626840375	0.794737947
AT1G20640	-0.044107183	-0.247383936	0.804611105	0.901178087
AT1G20650	-0.049795218	-0.224161707	0.822631478	0.911254943
AT1G20670	-0.06852339	-0.553403176	0.579987365	0.763511606
AT1G20680	-0.257006739	-0.159927853	0.872937908	NA
AT1G20690	-0.396518033	-0.896943978	0.369748811	0.597998338
AT1G20691	-0.035095301	-0.051478936	0.958943886	0.982985086
AT1G20693	-0.333507781	-1.953695509	0.050737238	0.16979313
AT1G20696	-0.365730578	-2.170699577	0.029953889	0.117457818
AT1G20700	-1.866906395	-4.207692297	2.57991836406541e-05	0.000605058
AT1G20710	0.193597229	0.16161483	0.871609178	NA
AT1G20720	0.669305045	2.761435946	0.00575478	0.036097322
AT1G20730	0.92528117	0.411937861	0.680384969	NA
AT1G20735	-0.861647115	-1.194115612	0.232432747	0.456639068
AT1G20750	-1.159754691	-0.987102366	0.323592458	NA
AT1G20760	-0.251556912	-1.826575212	0.067763663	0.206865454
AT1G20770	0.28531513	1.579488069	0.114224151	0.291640131
AT1G20780	-0.204253758	-0.976430374	0.328851236	0.559304335
AT1G20790	0.722982691	3.570535848	0.000356252	0.004504454
AT1G20795	0.401490128	0.37313615	0.709047115	NA
AT1G20800	0.22009228	0.225580483	0.821527722	NA
AT1G20803	-1.030420004	-0.536534965	0.591588878	NA
AT1G20810	0.493564353	2.530793381	0.011380487	0.058928783
AT1G20816	0.558040347	2.682994841	0.007296612	0.042727327
AT1G20823	-0.324736283	-1.269377938	0.204306301	0.421083105
AT1G20830	0.475157215	2.852431238	0.00433862	0.029231969
AT1G20840	-0.025238366	-0.266541346	0.789822321	0.892805541
AT1G20850	-0.505271998	-1.088081763	0.276559014	0.507358201
AT1G20860	-1.891905055	-3.18078089	0.001468787	0.013082436
AT1G20870	0.457280872	1.49120355	0.135908062	0.326070028
AT1G20875	0.034163516	0.019243504	0.984646853	NA
AT1G20880	-0.555423038	-2.881450919	0.003958489	0.027262949
AT1G20890	-0.009933231	-0.050377351	0.959821685	0.983235062
AT1G20900	-0.365249596	-1.610780411	0.107227592	0.279418675
AT1G20910	-0.099904615	-0.532709359	0.594234787	0.774702768
AT1G20920	-0.30235906	-1.02431701	0.305685566	0.536859266
AT1G20925	-2.810903292	-1.259136462	0.207981046	NA
AT1G20930	0.041758525	0.158163524	0.874327946	0.938543787
AT1G20940	-1.328970453	-1.550051104	0.121129251	NA
AT1G20950	0.660761994	3.136753941	0.001708294	0.014584758
AT1G20960	-0.1211422	-0.491873067	0.622809079	0.791819317
AT1G20970	-0.195782586	-1.184403371	0.236253426	0.46118778
AT1G20980	-0.148304398	-0.815144372	0.414989675	0.637823531
AT1G20990	-0.266129621	-0.339155171	0.734492838	0.861506966
AT1G21000	-0.791093769	-4.134230579	3.56145774568575e-05	0.000778003
AT1G21010	-0.384478078	-1.386098086	0.165716955	0.369397811
AT1G21050	-0.829759005	-2.764496516	0.005701072	0.035847414
AT1G21060	0.274430959	1.818948392	0.068919304	0.209076491
AT1G21065	0.059012407	0.382974014	0.701739031	0.842282338
AT1G21070	0.982891405	4.661081557	3.14552038644456e-06	0.000115975
AT1G21080	-0.391385653	-2.397939967	0.016487567	0.076993828
AT1G21090	0.282964253	1.137359852	0.255387884	0.482416746
AT1G21100	-2.055781017	-2.412425996	0.015846754	0.074903914
AT1G21110	-0.990505397	-0.897921759	0.369227264	0.597694982
AT1G21120	-1.05640883	-0.793170185	NA	NA
AT1G21130	-0.394951127	-0.355422425	0.722273152	0.854453619
AT1G21140	-1.469920658	-3.045115795	0.002325907	0.018380515
AT1G21150	0.446304706	1.677487519	0.093447188	0.2547813
AT1G21160	-0.585125498	-2.991917851	0.002772309	0.020852815
AT1G21170	0.226225056	1.367127542	0.171585332	0.377242038
AT1G21190	0.063025052	0.385020753	0.70022204	0.84159042
AT1G21200	-0.441679842	-2.197028004	0.028018446	0.112335775
AT1G21210	-0.796034949	-2.105360006	0.035259982	0.131524646
AT1G21230	-1.139339697	-0.997985053	0.318286606	0.549083338
AT1G21240	-0.615931827	-0.619198546	0.53578557	0.731130933
AT1G21245	0.09526993	0.032534198	0.974046044	NA
AT1G21250	-0.280648547	-0.674553699	0.499959358	0.703229683
AT1G21270	-0.170099319	-0.325416822	0.744865626	0.8674191
AT1G21280	0.042630654	0.267858953	0.78880789	0.892433764
AT1G21310	-0.376152595	-0.963516511	0.335288382	0.565321895
AT1G21313	0.798175824	0.949367041	0.342433967	0.572184807
AT1G21320	-0.531870347	-0.633248329	0.52657149	0.724378295
AT1G21326	-1.041119535	-1.964738728	0.049444485	0.166786421
AT1G21340	-0.359635773	-0.573650233	0.566204512	0.7535897
AT1G21350	1.029375308	4.358303735	1.31074392091441e-05	0.000347592
AT1G21360	-1.390195655	-3.78213983	0.000155486	0.002404702
AT1G21370	-0.269383548	-1.72806487	0.083976595	0.238257985
AT1G21380	-0.183266082	-1.439189227	0.150096917	0.347670726
AT1G21390	-0.227629451	-0.957405787	0.338362478	0.568539872
AT1G21395	-0.10383426	-0.086350906	0.931187473	NA
AT1G21400	-1.313414936	-2.385769653	0.017043422	0.078626854
AT1G21410	-0.722798731	-3.598849021	0.000319629	0.004163372
AT1G21430	-1.085845736	-1.017015815	0.309145906	NA
AT1G21440	0.397764924	3.020007096	0.002527688	0.019530605
AT1G21450	-0.736992176	-2.776296074	0.005498211	0.03488298
AT1G21460	0.489957681	1.322262201	0.186080855	0.397426888
AT1G21470	-0.589055075	-0.404040946	0.68618261	NA
AT1G21475	-1.149304098	-0.792002784	0.428359053	NA
AT1G21480	0.358929458	1.573144341	0.1156854	0.293662938
AT1G21500	0.840745439	1.860376404	0.062832291	0.1966575
AT1G21510	-0.761242757	-1.379686255	0.167683267	0.37191177
AT1G21520	-0.728461464	-1.623559399	0.104469877	0.274509825
AT1G21528	-0.667055956	-1.010852473	0.312087044	0.542815871
AT1G21529	-0.548954739	-0.504908775	0.61362291	NA
AT1G21530	-1.63347567	-3.312778579	0.000923741	0.009235423
AT1G21540	0.224828062	0.727682823	0.466807767	0.678389579
AT1G21550	-1.610952862	-1.625857781	0.103979913	0.27379084
AT1G21560	0.612479223	2.92758461	0.003416061	0.024431189
AT1G21580	-0.30262336	-1.744601843	0.0810542	0.232575969
AT1G21590	0.153405302	0.584368851	0.558972179	0.74829073
AT1G21600	0.39736924	1.980348416	0.047664392	0.162525587
AT1G21610	-0.277137852	-2.143423811	0.032079083	0.122952201
AT1G21620	-1.175622629	-1.185439651	0.235843662	NA
AT1G21630	-0.213997565	-2.56817215	0.010223637	0.054565936
AT1G21640	-0.09935721	-0.542800568	0.587267122	0.769162458
AT1G21650	0.670187456	3.565954869	0.000362534	0.004571462
AT1G21651	-0.727465041	-3.466086182	0.000528094	0.006028511
AT1G21660	-0.174530009	-1.565117879	0.117555272	0.296968711
AT1G21670	-0.217733422	-1.108284581	0.267738932	0.496488623
AT1G21680	-1.700577948	-6.738667508	1.59845708899344e-11	5.05348505798989e-09
AT1G21690	0.752856364	3.203309238	0.00135858	0.01232256
AT1G21695	-0.475741666	-1.369369084	0.170883933	0.376300492
AT1G21700	-0.015626872	-0.125979245	0.899748353	0.953347244
AT1G21710	0.28122911	1.39921891	0.161747348	0.364155699
AT1G21720	0.22715602	1.42779431	0.153351071	0.35236875
AT1G21722	0.081609292	0.096975797	0.922745615	NA
AT1G21730	-0.24331063	-1.252529956	0.21037682	0.429704577
AT1G21740	0.178930414	0.899823227	0.368214332	0.596927491
AT1G21750	0.345695987	1.9972222	0.04580105	0.1580014
AT1G21760	-0.176260764	-0.842013622	0.399780329	0.625438057
AT1G21770	0.070119439	0.252422897	0.800714204	0.898760841
AT1G21780	-0.771638466	-3.890411928	0.000100074	0.001723335
AT1G21790	0.267039755	0.703253891	0.48189754	0.68951204
AT1G21810	0.194663387	0.400661859	0.688669096	0.834473256
AT1G21830	0.132651192	0.675039244	0.499650832	0.703145669
AT1G21840	0.419809075	2.187067529	0.028737595	0.114365402
AT1G21850	-1.172862162	-1.038384731	0.299090975	0.529635526
AT1G21860	-1.138618676	-1.202812247	0.229048984	NA
AT1G21870	-0.995121696	-0.648394911	0.516729561	NA
AT1G21880	0.758403787	3.280630816	0.001035752	0.010069693
AT1G21890	-0.856005945	-1.599990868	0.109600609	0.283412045
AT1G21900	-0.258576777	-0.979528559	0.327318885	0.558044398
AT1G21910	0.546671787	2.221384744	0.026324913	0.107221483
AT1G21920	-0.776870647	-4.95459619	7.24806544226104e-07	3.59544227109175e-05
AT1G21930	0.07903666	0.496902164	0.619258045	0.789942835
AT1G21940	-1.473075735	-0.911247284	0.362165095	NA
AT1G21950	-0.805383918	-0.715120172	0.474534791	NA
AT1G21960	-0.850770224	-0.744579158	0.456526171	NA
AT1G21970	-1.34610795	-0.95105428	0.341576822	NA
AT1G21980	-0.007186845	-0.037226173	0.97030467	0.987644074
AT1G21990	-1.026904656	-1.71985326	0.085459119	0.240877925
AT1G22000	-0.908740389	-0.997350739	0.318594293	NA
AT1G22015	-2.287345206	-2.292688767	0.02186593	NA
AT1G22020	-0.151293158	-0.893035433	0.371838198	0.600221527
AT1G22030	-0.995884375	-2.959429162	0.003082096	0.022548727
AT1G22040	-0.461112025	-2.203267162	0.027575924	0.110897014
AT1G22050	-0.374441336	-1.402379583	0.160801927	0.363004947
AT1G22060	0.313857856	1.855989509	0.063455053	0.19773397
AT1G22065	-1.897560134	-5.43125724	5.59584012300695e-08	4.39821690749178e-06
AT1G22070	-0.160398091	-0.65010682	0.515623224	0.716049323
AT1G22080	-0.524976801	-0.424738513	0.671027305	NA
AT1G22090	-1.901056633	-1.29398487	0.195670647	NA
AT1G22100	0.205518054	0.13843112	0.889899704	NA
AT1G22110	0.073141241	0.117960069	NA	NA
AT1G22120	-0.091873	-0.100925357	0.919609714	NA
AT1G22130	0.830460368	0.41875988	0.675391628	NA
AT1G22140	0.08666933	0.322320964	0.747209553	0.868763382
AT1G22150	-0.669738118	-0.731921021	0.464216775	NA
AT1G22160	0.103382226	0.263755144	0.7919686	0.894036049
AT1G22170	0.56310589	1.508854408	0.131335993	0.319482631
AT1G22180	-0.369210105	-1.171518555	0.241390404	0.466557095
AT1G22190	-0.068658423	-0.240870553	0.809655445	0.903825821
AT1G22200	0.340482974	2.541835301	0.011027212	0.057638304
AT1G22220	-0.215696877	-0.43304202	0.664984243	0.819779218
AT1G22230	-1.057452962	-4.222150588	2.41982345809433e-05	0.000572708
AT1G22240	-0.586254235	-0.552785725	0.580410145	NA
AT1G22250	0.469809738	1.344138446	0.178903622	0.388155624
AT1G22260	1.154991469	2.061985161	0.039209149	0.141251292
AT1G22270	0.091403283	0.523456569	0.600656567	0.77919537
AT1G22275	0.067479465	0.240315713	0.810085514	0.903960413
AT1G22280	-0.340735444	-1.110215191	0.266906308	0.495497547
AT1G22290	-0.368601675	-0.630573375	0.528319512	0.725847786
AT1G22300	0.074196697	0.548276069	0.583502357	0.766433225
AT1G22310	-0.05267703	-0.323872545	0.746034531	0.8681867
AT1G22330	0.306400529	1.327669356	0.184287361	0.395265553
AT1G22340	-0.141900923	-0.265770867	0.790415681	0.893010903
AT1G22360	-0.080975075	-0.334516642	0.737989735	0.86364845
AT1G22370	-0.399775379	-1.317587891	0.187641641	0.399403732
AT1G22380	0.392219247	0.619342548	0.53569072	0.731087265
